backtrans_bertscore_published,backtrans_bertscore_segmented,bertscore_published,bertscore_segmented,comet_published,comet_segmented,doc_category,doc_id,language,model,n_segments,resource_level
0.8507856130599976,0.860084593296051,0.8056178689002991,0.7335786819458008,0.7963155508041382,0.13279721606522799,immunize,immunize/flu_inactive,spanish,gpt-5.1,6,high
0.8704047799110413,0.8642298579216003,0.7701408863067627,0.7019133567810059,0.8473943471908569,-0.1354550669590632,immunize,immunize/flu_inactive,chinese_simplified,gpt-5.1,6,high
0.8934739232063293,0.8684388995170593,0.8005124926567078,0.726209819316864,0.867700457572937,0.32196714729070663,immunize,immunize/flu_inactive,vietnamese,gpt-5.1,6,high
0.8910536766052246,0.8707481026649475,0.7631756067276001,0.704963207244873,0.8311871290206909,0.3152579665184021,immunize,immunize/flu_inactive,tagalog,gpt-5.1,6,low
0.8636257648468018,0.8637797832489014,0.7857518792152405,0.7055835127830505,0.8564556241035461,0.4003036121527354,immunize,immunize/flu_inactive,russian,gpt-5.1,6,high
0.8712559938430786,0.8635339736938477,0.8074803352355957,0.7167694568634033,0.8866124153137207,0.3678956280152003,immunize,immunize/flu_inactive,korean,gpt-5.1,6,medium
0.8739911913871765,0.8625741004943848,0.7889317274093628,0.7321586012840271,0.792597770690918,-0.1750839240849018,immunize,immunize/flu_inactive,haitian_creole,gpt-5.1,6,low
0.9049869179725647,0.9287078380584717,0.8374152779579163,0.7707409858703613,0.8190542459487915,0.3685591717561086,immunize,immunize/flu_inactive,spanish,claude-opus-4.5,6,high
0.905266284942627,0.9320389628410339,0.7987174987792969,0.7021470069885254,0.8452638387680054,0.05683257306615511,immunize,immunize/flu_inactive,chinese_simplified,claude-opus-4.5,6,high
0.9436092972755432,0.9381904006004333,0.8231875896453857,0.8031184077262878,0.808927059173584,0.527037630478541,immunize,immunize/flu_inactive,vietnamese,claude-opus-4.5,6,high
0.89020836353302,0.8693230152130127,0.7937833070755005,0.7284936308860779,0.8399088382720947,0.3935776005188624,immunize,immunize/flu_inactive,tagalog,claude-opus-4.5,6,low
0.9314555525779724,0.9425875544548035,0.8181667327880859,0.7854413390159607,0.8451697826385498,0.5616605927546819,immunize,immunize/flu_inactive,russian,claude-opus-4.5,6,high
0.9074550867080688,0.9257550835609436,0.8258230686187744,0.7921044826507568,0.8818743228912354,0.6718250413735708,immunize,immunize/flu_inactive,korean,claude-opus-4.5,6,medium
0.9263986349105835,0.9411795735359192,0.8136864900588989,0.7815597653388977,0.7629835605621338,0.08336400923629601,immunize,immunize/flu_inactive,haitian_creole,claude-opus-4.5,6,low
0.8651530146598816,0.8602826595306396,0.8112735748291016,0.7314012050628662,0.8002793788909912,0.11691721901297569,immunize,immunize/flu_inactive,spanish,gemini-3-pro,6,high
0.8653176426887512,0.8567262291908264,0.7673612236976624,0.6772742867469788,0.8460841178894043,-0.24573192900667587,immunize,immunize/flu_inactive,chinese_simplified,gemini-3-pro,6,high
0.8709501028060913,0.8587152361869812,0.8005632758140564,0.7264211773872375,0.868125319480896,0.33310028662284213,immunize,immunize/flu_inactive,vietnamese,gemini-3-pro,6,high
0.8673436045646667,0.8632307052612305,0.7906140089035034,0.7233583927154541,0.8437223434448242,0.41247934599717456,immunize,immunize/flu_inactive,tagalog,gemini-3-pro,6,low
0.8600788712501526,0.8565208315849304,0.7939459681510925,0.7053630948066711,0.8532227277755737,0.3431096635758877,immunize,immunize/flu_inactive,russian,gemini-3-pro,6,high
0.865879476070404,0.8563323020935059,0.7819989323616028,0.7054200768470764,0.8791589736938477,0.29583121091127396,immunize,immunize/flu_inactive,korean,gemini-3-pro,6,medium
0.8667332530021667,0.8617957234382629,0.8019455075263977,0.7223730087280273,0.7592012882232666,-0.1587660643272102,immunize,immunize/flu_inactive,haitian_creole,gemini-3-pro,6,low
0.8653302788734436,0.8643038868904114,0.8230531811714172,0.7332413792610168,0.798628568649292,0.1548245611290137,immunize,immunize/flu_inactive,spanish,kimi-k2,6,high
0.8710490465164185,0.8583676815032959,0.7615581154823303,0.6772171854972839,0.8394445776939392,-0.2954614187280337,immunize,immunize/flu_inactive,chinese_simplified,kimi-k2,6,high
0.8676813244819641,0.8631374835968018,0.7992010116577148,0.7302234768867493,0.871049165725708,0.3267323722441991,immunize,immunize/flu_inactive,vietnamese,kimi-k2,6,high
0.8666366934776306,0.8597553372383118,0.7851109504699707,0.7164631485939026,0.8443305492401123,0.4256309022506078,immunize,immunize/flu_inactive,tagalog,kimi-k2,6,low
0.8662095069885254,0.8608713150024414,0.7846939563751221,0.70209139585495,0.8563725352287292,0.3948913911978404,immunize,immunize/flu_inactive,russian,kimi-k2,6,high
0.8706615567207336,0.857654869556427,0.800412118434906,0.7134210467338562,0.8822849988937378,0.27121627392868203,immunize,immunize/flu_inactive,korean,kimi-k2,6,medium
0.8585698008537292,0.8564886450767517,0.7935469746589661,0.7263476848602295,0.7384502291679382,-0.19672478502616286,immunize,immunize/flu_inactive,haitian_creole,kimi-k2,6,low
0.9104852676391602,0.886184573173523,0.9047036170959473,0.7856780290603638,0.8268840909004211,0.3282940483519009,immunize,immunize/hepatitis_b,spanish,gpt-5.1,7,high
0.866309642791748,0.855493426322937,0.7878697514533997,0.7049444317817688,0.8297427892684937,-0.0550628336412566,immunize,immunize/hepatitis_b,chinese_simplified,gpt-5.1,7,high
0.925251305103302,0.9101948142051697,0.8392972350120544,0.7717069983482361,0.873784065246582,0.4009892089026315,immunize,immunize/hepatitis_b,vietnamese,gpt-5.1,7,high
0.8658997416496277,0.8569403886795044,0.7766749262809753,0.7150289416313171,0.8139366507530212,0.16634569529976165,immunize,immunize/hepatitis_b,tagalog,gpt-5.1,7,low
0.859483540058136,0.8388927578926086,0.7818218469619751,0.6849369406700134,0.826142430305481,0.18067525114331925,immunize,immunize/hepatitis_b,russian,gpt-5.1,7,high
0.8576945066452026,0.8419839143753052,0.722585141658783,0.6541489958763123,0.7936012744903564,-0.10439439011471612,immunize,immunize/hepatitis_b,korean,gpt-5.1,7,medium
0.8651665449142456,0.8431475758552551,0.8610560894012451,0.8188873529434204,0.7622138261795044,0.08059873751231603,immunize,immunize/hepatitis_b,haitian_creole,gpt-5.1,7,low
0.8914930820465088,0.8780316114425659,0.9087029099464417,0.7922053933143616,0.8392084240913391,0.29882012733391355,immunize,immunize/hepatitis_b,spanish,claude-opus-4.5,7,high
0.9237720370292664,0.9389098286628723,0.8502190113067627,0.7599110007286072,0.8580366969108582,0.17504034404243743,immunize,immunize/hepatitis_b,chinese_simplified,claude-opus-4.5,7,high
0.9359877705574036,0.9414596557617188,0.8558799028396606,0.7866819500923157,0.8770189881324768,0.4564831554889679,immunize,immunize/hepatitis_b,vietnamese,claude-opus-4.5,7,high
0.9344966411590576,0.8901695609092712,0.8263171315193176,0.7476021647453308,0.8415111303329468,0.2604434298617499,immunize,immunize/hepatitis_b,tagalog,claude-opus-4.5,7,low
0.9412166476249695,0.9428094625473022,0.8446374535560608,0.7516160607337952,0.8546396493911743,0.5406866584505353,immunize,immunize/hepatitis_b,russian,claude-opus-4.5,7,high
0.9203139543533325,0.9414648413658142,0.756019651889801,0.6961382627487183,0.7958639860153198,0.1538940431284053,immunize,immunize/hepatitis_b,korean,claude-opus-4.5,7,medium
0.9551671743392944,0.9503675103187561,0.8503273129463196,0.8021338582038879,0.7578732967376709,0.13080591442329542,immunize,immunize/hepatitis_b,haitian_creole,claude-opus-4.5,7,low
0.8542391061782837,0.8429571390151978,0.7993576526641846,0.7164162993431091,0.7631529569625854,-0.10699654051235744,immunize,immunize/hepatitis_b,spanish,gemini-3-pro,7,high
0.8529725074768066,0.8425619006156921,0.7819870114326477,0.6892437934875488,0.8275099992752075,-0.6149755216070584,immunize,immunize/hepatitis_b,chinese_simplified,gemini-3-pro,7,high
0.8711760640144348,0.8513838648796082,0.7928656339645386,0.7248253226280212,0.8435776233673096,0.16563279634075506,immunize,immunize/hepatitis_b,vietnamese,gemini-3-pro,7,high
0.8749812245368958,0.8532630205154419,0.7952275276184082,0.7189822196960449,0.8364724516868591,0.17919840770108358,immunize,immunize/hepatitis_b,tagalog,gemini-3-pro,7,low
0.859269917011261,0.8467516303062439,0.7907151579856873,0.6980559229850769,0.830750584602356,0.19725570694676467,immunize,immunize/hepatitis_b,russian,gemini-3-pro,7,high
0.8550328016281128,0.8428764939308167,0.7119940519332886,0.6463868021965027,0.8001673221588135,-0.15443964089666093,immunize,immunize/hepatitis_b,korean,gemini-3-pro,7,medium
